"No.","Time","Source","Destination","Protocol","Length","Info"
"404","6.871074","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=24441 Ack=70803 Win=129856 Len=0 TSval=648042978 TSecr=1092415779"
"405","6.907143","192.0.78.22","10.90.119.247","TLSv1.2","93","Application Data"
"406","6.907206","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [ACK] Seq=1 Ack=40 Win=4095 Len=0"
"407","6.907401","10.90.119.247","192.0.78.22","TLSv1.2","93","Application Data"
"408","6.907560","10.90.119.247","192.0.78.22","TLSv1.2","78","Application Data"
"409","6.908508","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [FIN, ACK] Seq=64 Ack=40 Win=4096 Len=0"
"410","6.909370","192.0.78.22","10.90.119.247","TLSv1.2","78","Application Data"
"411","6.909373","192.0.78.22","10.90.119.247","TCP","54","443  >  60728 [FIN, ACK] Seq=64 Ack=1 Win=62 Len=0"
"412","6.909460","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [RST] Seq=1 Win=0 Len=0"
"413","6.909460","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [RST] Seq=1 Win=0 Len=0"
"414","6.915955","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"415","6.916312","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"416","6.946516","192.0.78.22","10.90.119.247","TCP","54","[TCP Retransmission] 443  >  60728 [FIN, ACK] Seq=64 Ack=1 Win=62 Len=0"
"417","6.946553","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [RST] Seq=1 Win=0 Len=0"
"418","6.957283","192.0.78.22","10.90.119.247","TCP","54","443  >  60728 [ACK] Seq=65 Ack=40 Win=62 Len=0"
"419","6.957330","10.90.119.247","192.0.78.22","TCP","54","60728  >  443 [RST] Seq=40 Win=0 Len=0"
"420","6.958274","192.0.78.22","10.90.119.247","TCP","54","443  >  60728 [RST, ACK] Seq=65 Ack=40 Win=62 Len=0"
"421","6.958685","192.0.78.22","10.90.119.247","TCP","54","443  >  60728 [RST] Seq=40 Win=0 Len=0"
"422","6.958687","192.0.78.22","10.90.119.247","TCP","54","443  >  60728 [RST] Seq=40 Win=0 Len=0"
"423","6.984013","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=70803 Ack=25105 Win=64128 Len=0 TSval=1092415892 TSecr=648043021"
"424","6.984541","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=70803 Ack=25105 Win=64128 Len=1448 TSval=1092415894 TSecr=648043021 [TCP segment of a reassembled PDU]"
"425","6.984861","17.248.248.50","10.90.119.247","TLSv1.3","1269","Application Data"
"426","6.984903","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=25105 Ack=73454 Win=129856 Len=0 TSval=648043086 TSecr=1092415894"
"427","7.028861","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"428","7.029037","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"429","7.086738","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=73454 Ack=25769 Win=64128 Len=0 TSval=1092416005 TSecr=648043130"
"430","7.090375","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=73454 Ack=25769 Win=64128 Len=1448 TSval=1092416007 TSecr=648043130 [TCP segment of a reassembled PDU]"
"431","7.090958","17.248.248.50","10.90.119.247","TLSv1.3","1271","Application Data"
"432","7.090997","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=25769 Ack=76107 Win=129856 Len=0 TSval=648043190 TSecr=1092416007"
"433","7.133385","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"434","7.133606","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"435","7.161911","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=76107 Ack=26433 Win=64128 Len=0 TSval=1092416091 TSecr=648043232"
"436","7.166416","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=76107 Ack=26433 Win=64128 Len=1448 TSval=1092416093 TSecr=648043232 [TCP segment of a reassembled PDU]"
"437","7.167284","17.248.248.50","10.90.119.247","TLSv1.3","1270","Application Data"
"438","7.167320","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=26433 Ack=78759 Win=129856 Len=0 TSval=648043264 TSecr=1092416093"
"439","7.208199","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"440","7.208366","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"441","7.237306","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=78759 Ack=27097 Win=64128 Len=0 TSval=1092416165 TSecr=648043305"
"442","7.239017","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=78759 Ack=27097 Win=64128 Len=1448 TSval=1092416167 TSecr=648043305 [TCP segment of a reassembled PDU]"
"443","7.239019","17.248.248.50","10.90.119.247","TLSv1.3","1272","Application Data"
"444","7.239077","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=27097 Ack=81413 Win=128384 Len=0 TSval=648043335 TSecr=1092416167"
"445","7.275775","95.101.34.49","10.90.119.247","TLSv1.2","90","Application Data"
"446","7.275871","10.90.119.247","95.101.34.49","TCP","66","60807  >  443 [ACK] Seq=1 Ack=25 Win=2047 Len=0 TSval=648043371 TSecr=3688347334"
"447","7.276016","10.90.119.247","95.101.34.49","TLSv1.2","105","Application Data"
"448","7.276427","10.90.119.247","95.101.34.49","TLSv1.2","90","Application Data"
"449","7.276727","10.90.119.247","95.101.34.49","TCP","66","60807  >  443 [FIN, ACK] Seq=64 Ack=25 Win=2048 Len=0 TSval=648043371 TSecr=3688347334"
"450","7.277031","95.101.34.49","10.90.119.247","TCP","66","443  >  60807 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0 TSval=3688347334 TSecr=648023844"
"451","7.277063","10.90.119.247","95.101.34.49","TCP","66","[TCP Retransmission] 60807  >  443 [FIN, ACK] Seq=64 Ack=26 Win=2048 Len=0 TSval=648043372 TSecr=3688347334"
"452","7.278971","95.101.34.49","10.90.119.247","TCP","54","443  >  60807 [RST] Seq=25 Win=0 Len=0"
"453","7.279972","95.101.34.49","10.90.119.247","TCP","54","443  >  60807 [RST] Seq=25 Win=0 Len=0"
"454","7.281295","95.101.34.49","10.90.119.247","TCP","54","443  >  60807 [RST] Seq=25 Win=0 Len=0"
"455","7.281296","95.101.34.49","10.90.119.247","TCP","54","443  >  60807 [RST] Seq=26 Win=0 Len=0"
"456","7.283806","10.90.119.247","17.253.57.208","TCP","78","60822  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648043377 TSecr=0 SACK_PERM"
"457","7.304559","95.101.34.43","10.90.119.247","TLSv1.2","90","Application Data"
"458","7.304637","10.90.119.247","95.101.34.43","TCP","66","60808  >  443 [ACK] Seq=1 Ack=25 Win=2047 Len=0 TSval=648043397 TSecr=1246375901"
"459","7.304846","10.90.119.247","95.101.34.43","TLSv1.2","105","Application Data"
"460","7.305306","10.90.119.247","95.101.34.43","TLSv1.2","90","Application Data"
"461","7.305581","95.101.34.43","10.90.119.247","TCP","66","443  >  60808 [FIN, ACK] Seq=25 Ack=1 Win=501 Len=0 TSval=1246375901 TSecr=648023809"
"462","7.305656","10.90.119.247","95.101.34.43","TCP","66","60808  >  443 [ACK] Seq=64 Ack=26 Win=2048 Len=0 TSval=648043398 TSecr=1246375901"
"463","7.305737","10.90.119.247","95.101.34.43","TCP","66","60808  >  443 [FIN, ACK] Seq=64 Ack=26 Win=2048 Len=0 TSval=648043398 TSecr=1246375901"
"464","7.308365","95.101.34.43","10.90.119.247","TCP","54","443  >  60808 [RST] Seq=25 Win=0 Len=0"
"465","7.309581","95.101.34.43","10.90.119.247","TCP","54","443  >  60808 [RST] Seq=25 Win=0 Len=0"
"466","7.309583","95.101.34.43","10.90.119.247","TCP","54","443  >  60808 [RST] Seq=26 Win=0 Len=0"
"467","7.309583","95.101.34.43","10.90.119.247","TCP","54","443  >  60808 [RST] Seq=26 Win=0 Len=0"
"468","7.316393","17.253.57.208","10.90.119.247","TCP","74","80  >  60822 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2929241138 TSecr=648043377 WS=256"
"469","7.316444","10.90.119.247","17.253.57.208","TCP","66","60822  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648043406 TSecr=2929241138"
"470","7.316874","10.90.119.247","17.253.57.208","HTTP","364","GET /ocsp-devid01/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIINdrijlgIgF8%3D HTTP/1.1 "
"471","7.354071","17.253.57.208","10.90.119.247","TCP","66","80  >  60822 [ACK] Seq=1 Ack=299 Win=64768 Len=0 TSval=2929241173 TSecr=648043407"
"472","7.354878","17.253.57.208","10.90.119.247","TCP","1510","80  >  60822 [ACK] Seq=1 Ack=299 Win=64768 Len=1444 TSval=2929241173 TSecr=648043407 [TCP segment of a reassembled PDU]"
"473","7.356739","17.253.57.208","10.90.119.247","TCP","324","[TCP Previous segment not captured] 80  >  60822 [PSH, ACK] Seq=2889 Ack=299 Win=64768 Len=258 TSval=2929241173 TSecr=648043407 [TCP segment of a reassembled PDU]"
"474","7.356741","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60822 [PSH, ACK] Seq=1445 Ack=299 Win=64768 Len=1444 TSval=2929241173 TSecr=648043407"
"475","7.356781","10.90.119.247","17.253.57.208","TCP","78","60822  >  80 [ACK] Seq=299 Ack=1445 Win=131072 Len=0 TSval=648043445 TSecr=2929241173 SLE=2889 SRE=3147"
"476","7.356781","10.90.119.247","17.253.57.208","TCP","66","60822  >  80 [ACK] Seq=299 Ack=3147 Win=129344 Len=0 TSval=648043445 TSecr=2929241173"
"477","7.357977","10.90.119.247","17.253.57.208","TCP","66","60822  >  80 [FIN, ACK] Seq=299 Ack=3147 Win=131072 Len=0 TSval=648043446 TSecr=2929241173"
"478","7.360228","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"479","7.360377","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"480","7.390030","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=81413 Ack=27761 Win=64128 Len=0 TSval=1092416317 TSecr=648043448"
"481","7.390697","17.253.57.208","10.90.119.247","TCP","66","80  >  60822 [FIN, ACK] Seq=3147 Ack=300 Win=64768 Len=0 TSval=2929241212 TSecr=648043446"
"482","7.390766","10.90.119.247","17.253.57.208","TCP","66","60822  >  80 [ACK] Seq=300 Ack=3148 Win=131072 Len=0 TSval=648043477 TSecr=2929241212"
"483","7.392081","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"484","7.392120","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=27761 Ack=82522 Win=129920 Len=0 TSval=648043479 TSecr=1092416319"
"485","7.411279","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"486","7.411455","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"487","7.440752","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=82522 Ack=28425 Win=64128 Len=0 TSval=1092416369 TSecr=648043498"
"488","7.444017","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"489","7.444066","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=28425 Ack=83632 Win=129920 Len=0 TSval=648043530 TSecr=1092416372"
"490","7.457519","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"491","7.457710","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"492","7.487780","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=83632 Ack=29089 Win=64128 Len=0 TSval=1092416416 TSecr=648043543"
"493","7.490048","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"494","7.490094","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=29089 Ack=84743 Win=129920 Len=0 TSval=648043575 TSecr=1092416418"
"495","7.522832","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"496","7.523081","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"497","7.551833","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=84743 Ack=29753 Win=64128 Len=0 TSval=1092416481 TSecr=648043607"
"498","7.658277","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=84743 Ack=29753 Win=64128 Len=1448 TSval=1092416587 TSecr=648043607 [TCP segment of a reassembled PDU]"
"499","7.658541","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=86191 Ack=29753 Win=64128 Len=1448 TSval=1092416587 TSecr=648043607 [TCP segment of a reassembled PDU]"
"500","7.658544","17.248.248.50","10.90.119.247","TLSv1.3","67","Application Data"
"501","7.658596","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=29753 Ack=87639 Win=129600 Len=0 TSval=648043740 TSecr=1092416587"
"502","7.658626","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=29753 Ack=87640 Win=129600 Len=0 TSval=648043740 TSecr=1092416588"
"503","7.701546","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"504","7.701732","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"505","7.730708","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=87640 Ack=30417 Win=64128 Len=0 TSval=1092416659 TSecr=648043783"
"506","7.737995","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"507","7.738072","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=30417 Ack=88751 Win=129920 Len=0 TSval=648043819 TSecr=1092416666"
"508","7.770433","10.90.119.247","17.253.57.208","TCP","78","60823  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648043850 TSecr=0 SACK_PERM"
"509","7.802815","10.90.119.247","151.100.4.2","DNS","76","Standard query 0xe7ba A wpad.uniroma1.it"
"510","7.802963","17.253.57.208","10.90.119.247","TCP","74","80  >  60823 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2839545314 TSecr=648043850 WS=256"
"511","7.803023","10.90.119.247","17.253.57.208","TCP","66","60823  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648043882 TSecr=2839545314"
"512","7.803516","10.90.119.247","17.253.57.208","HTTP","366","GET /ocsp-devid01/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIbqSqLlF%2F8kQ%3D HTTP/1.1 "
"513","7.806417","151.100.4.2","10.90.119.247","DNS","141","Standard query response 0xe7ba No such name A wpad.uniroma1.it SOA risc-ns.cics.uniroma1.it"
"514","7.831127","17.253.57.208","10.90.119.247","TCP","66","80  >  60823 [ACK] Seq=1 Ack=301 Win=64768 Len=0 TSval=2839545348 TSecr=648043882"
"515","7.832939","17.253.57.208","10.90.119.247","TCP","1510","80  >  60823 [ACK] Seq=1 Ack=301 Win=64768 Len=1444 TSval=2839545348 TSecr=648043882 [TCP segment of a reassembled PDU]"
"516","7.833141","17.253.57.208","10.90.119.247","TCP","324","[TCP Previous segment not captured] 80  >  60823 [PSH, ACK] Seq=2889 Ack=301 Win=64768 Len=258 TSval=2839545348 TSecr=648043882 [TCP segment of a reassembled PDU]"
"517","7.833226","10.90.119.247","17.253.57.208","TCP","78","60823  >  80 [ACK] Seq=301 Ack=1445 Win=131072 Len=0 TSval=648043911 TSecr=2839545348 SLE=2889 SRE=3147"
"518","7.833370","17.253.57.208","10.90.119.247","TCP","1510","[TCP Out-Of-Order] 80  >  60823 [PSH, ACK] Seq=1445 Ack=301 Win=64768 Len=1444 TSval=2839545348 TSecr=648043882"
"519","7.833421","10.90.119.247","17.253.57.208","TCP","66","60823  >  80 [ACK] Seq=301 Ack=3147 Win=129344 Len=0 TSval=648043911 TSecr=2839545348"
"520","7.835976","10.90.119.247","17.253.57.208","TCP","66","60823  >  80 [FIN, ACK] Seq=301 Ack=3147 Win=131072 Len=0 TSval=648043913 TSecr=2839545348"
"521","7.854433","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"522","7.854615","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"523","7.862027","17.253.57.208","10.90.119.247","TCP","66","80  >  60823 [FIN, ACK] Seq=3147 Ack=302 Win=64768 Len=0 TSval=2839545379 TSecr=648043913"
"524","7.862078","10.90.119.247","17.253.57.208","TCP","66","60823  >  80 [ACK] Seq=302 Ack=3148 Win=131072 Len=0 TSval=648043939 TSecr=2839545379"
"525","7.882741","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=88751 Ack=31081 Win=64128 Len=0 TSval=1092416812 TSecr=648043932"
"526","7.991090","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=88751 Ack=31081 Win=64128 Len=1448 TSval=1092416919 TSecr=648043932 [TCP segment of a reassembled PDU]"
"527","7.991094","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=90199 Ack=31081 Win=64128 Len=1448 TSval=1092416919 TSecr=648043932 [TCP segment of a reassembled PDU]"
"528","7.991227","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=31081 Ack=91647 Win=128128 Len=0 TSval=648044067 TSecr=1092416919"
"529","7.991227","10.90.119.247","17.248.248.50","TCP","66","[TCP Window Update] 60815  >  443 [ACK] Seq=31081 Ack=91647 Win=131072 Len=0 TSval=648044067 TSecr=1092416919"
"530","7.991601","17.248.248.50","10.90.119.247","TLSv1.3","720","Application Data"
"531","7.991631","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=31081 Ack=92301 Win=130368 Len=0 TSval=648044067 TSecr=1092416920"
"532","8.002114","10.90.119.247","17.253.52.125","NTP","90","NTP Version 4, client"
"533","8.043583","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"534","8.043754","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"535","8.072913","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=92301 Ack=31745 Win=64128 Len=0 TSval=1092417002 TSecr=648044119"
"536","8.075233","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"537","8.075283","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=31745 Ack=93412 Win=129920 Len=0 TSval=648044149 TSecr=1092417004"
"538","8.109652","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"539","8.109825","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"540","8.137832","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=93412 Ack=32409 Win=64128 Len=0 TSval=1092417067 TSecr=648044183"
"541","8.140273","17.248.248.50","10.90.119.247","TLSv1.3","1176","Application Data"
"542","8.140314","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=32409 Ack=94522 Win=129920 Len=0 TSval=648044213 TSecr=1092417069"
"543","8.184798","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"544","8.184941","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"545","8.213246","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=94522 Ack=33073 Win=64128 Len=0 TSval=1092417142 TSecr=648044257"
"546","8.216188","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"547","8.216261","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=33073 Ack=95631 Win=129920 Len=0 TSval=648044287 TSecr=1092417143"
"548","8.469132","Cisco_7d:ab:a0","Broadcast","ARP","42","ARP Announcement for 10.90.115.73"
"549","8.693527","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"550","8.694228","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"551","8.724089","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=95631 Ack=33737 Win=64128 Len=0 TSval=1092417653 TSecr=648044763"
"552","8.726992","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"553","8.727044","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=33737 Ack=96742 Win=129920 Len=0 TSval=648044795 TSecr=1092417656"
"554","8.738033","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"555","8.738218","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"556","8.739291","192.0.78.23","10.90.119.247","TLSv1.2","85","Application Data"
"557","8.739346","10.90.119.247","192.0.78.23","TCP","54","60689  >  443 [ACK] Seq=1 Ack=32 Win=4095 Len=0"
"558","8.740045","10.90.119.247","192.0.78.23","TLSv1.2","89","Application Data"
"559","8.753354","192.0.78.23","10.90.119.247","TCP","54","443  >  60689 [ACK] Seq=32 Ack=36 Win=67 Len=0"
"560","8.766434","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=96742 Ack=34401 Win=64128 Len=0 TSval=1092417696 TSecr=648044805"
"561","8.769163","17.248.248.50","10.90.119.247","TLSv1.3","1175","Application Data"
"562","8.769224","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=34401 Ack=97851 Win=129920 Len=0 TSval=648044835 TSecr=1092417697"
"563","8.782387","Cisco_7d:ab:a0","Broadcast","ARP","42","ARP Announcement for 10.90.115.73"
"564","8.795059","10.90.119.247","104.43.200.36","TCP","54","60801  >  443 [FIN, ACK] Seq=1 Ack=1 Win=4096 Len=0"
"565","8.795683","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"566","8.795859","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"567","8.826077","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=97851 Ack=35065 Win=64128 Len=0 TSval=1092417753 TSecr=648044860"
"568","8.826819","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"569","8.826860","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=35065 Ack=98962 Win=129920 Len=0 TSval=648044890 TSecr=1092417755"
"570","8.842913","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"571","8.843123","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"572","8.872006","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=98962 Ack=35729 Win=64128 Len=0 TSval=1092417801 TSecr=648044906"
"573","8.874225","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"574","8.874272","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=35729 Ack=100073 Win=129920 Len=0 TSval=648044936 TSecr=1092417802"
"575","8.923961","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"576","8.924124","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"577","8.934062","104.43.200.36","10.90.119.247","TCP","54","443  >  60801 [FIN, ACK] Seq=1 Ack=2 Win=2050 Len=0"
"578","8.934223","10.90.119.247","104.43.200.36","TCP","54","60801  >  443 [ACK] Seq=2 Ack=2 Win=4096 Len=0"
"579","8.953589","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=100073 Ack=36393 Win=64128 Len=0 TSval=1092417882 TSecr=648044985"
"580","8.956706","17.248.248.50","10.90.119.247","TLSv1.3","1177","Application Data"
"581","8.956755","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=36393 Ack=101184 Win=129920 Len=0 TSval=648045017 TSecr=1092417884"
"582","8.970710","10.90.119.247","17.253.57.208","TCP","78","60824  >  80 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=648045030 TSecr=0 SACK_PERM"
"583","9.006375","17.253.57.208","10.90.119.247","TCP","74","80  >  60824 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64980 Len=0 MSS=1456 SACK_PERM TSval=2929242825 TSecr=648045030 WS=256"
"584","9.006437","10.90.119.247","17.253.57.208","TCP","66","60824  >  80 [ACK] Seq=1 Ack=1 Win=131392 Len=0 TSval=648045065 TSecr=2929242825"
"585","9.006858","10.90.119.247","17.253.57.208","HTTP","366","GET /ocsp03-devid06/ME4wTKADAgEAMEUwQzBBMAkGBSsOAwIaBQAEFDOB0e%2FbaLCFIU0u76%2BMSmlkPCpsBBRXF%2B2iz9x8mKEQ4Py%2Bhy0s8uMXVAIIPFEi1oeiDJo%3D HTTP/1.1 "
"586","9.043044","17.253.57.208","10.90.119.247","TCP","66","80  >  60824 [ACK] Seq=1 Ack=301 Win=64768 Len=0 TSval=2929242866 TSecr=648045065"
"587","9.045406","17.253.57.208","10.90.119.247","TCP","1510","80  >  60824 [ACK] Seq=1 Ack=301 Win=64768 Len=1444 TSval=2929242866 TSecr=648045065 [TCP segment of a reassembled PDU]"
"588","9.045409","17.253.57.208","10.90.119.247","TCP","1510","80  >  60824 [PSH, ACK] Seq=1445 Ack=301 Win=64768 Len=1444 TSval=2929242866 TSecr=648045065 [TCP segment of a reassembled PDU]"
"589","9.045453","17.253.57.208","10.90.119.247","OCSP","324","Response"
"590","9.045470","10.90.119.247","17.253.57.208","TCP","66","60824  >  80 [ACK] Seq=301 Ack=2889 Win=128512 Len=0 TSval=648045103 TSecr=2929242866"
"591","9.045524","10.90.119.247","17.253.57.208","TCP","66","60824  >  80 [ACK] Seq=301 Ack=3147 Win=128256 Len=0 TSval=648045103 TSecr=2929242866"
"592","9.047121","10.90.119.247","17.253.57.208","TCP","66","60824  >  80 [FIN, ACK] Seq=301 Ack=3147 Win=131072 Len=0 TSval=648045104 TSecr=2929242866"
"593","9.067746","10.90.119.247","17.248.248.50","TLSv1.3","631","Application Data"
"594","9.067942","10.90.119.247","17.248.248.50","TLSv1.3","165","Application Data"
"595","9.080857","17.253.57.208","10.90.119.247","TCP","66","80  >  60824 [FIN, ACK] Seq=3147 Ack=302 Win=64768 Len=0 TSval=2929242904 TSecr=648045104"
"596","9.080922","10.90.119.247","17.253.57.208","TCP","66","60824  >  80 [ACK] Seq=302 Ack=3148 Win=131072 Len=0 TSval=648045136 TSecr=2929242904"
"597","9.105834","10.90.119.247","151.100.4.2","DNS","83","Standard query 0x6e61 A ctldl.windowsupdate.com"
"598","9.108253","17.248.248.50","10.90.119.247","TCP","66","443  >  60815 [ACK] Seq=101184 Ack=37057 Win=64128 Len=0 TSval=1092418028 TSecr=648045124"
"599","9.110359","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [ACK] Seq=101184 Ack=37057 Win=64128 Len=1448 TSval=1092418030 TSecr=648045124 [TCP segment of a reassembled PDU]"
"600","9.110622","17.248.248.50","10.90.119.247","TCP","1514","443  >  60815 [PSH, ACK] Seq=102632 Ack=37057 Win=64128 Len=1448 TSval=1092418030 TSecr=648045124 [TCP segment of a reassembled PDU]"
"601","9.110655","10.90.119.247","17.248.248.50","TCP","66","60815  >  443 [ACK] Seq=37057 Ack=104080 Win=129600 Len=0 TSval=648045165 TSecr=1092418030"
"602","9.111803","17.248.248.50","10.90.119.247","TLSv1.3","343","Application Data"
